blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalJungleMinionsKilled,redCSPerMin,blue_kda_ratio,blue_vision_advantage,kills_diff,elite_monster_diff,resultado_label,categoria_gold,first_blood_label,dragon_label
0,15,3,0,9,7,10,0,0,0,0,17082,7.2,18101,36,188,-498,22.3,15,1,1,11,1,1,0,0,16894,7.0,18599,72,21.5,0.5625,14,2,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,35,3,1,8,4,11,1,1,0,0,17857,7.2,19272,51,2374,1332,23.9,16,3,0,3,0,0,0,0,15483,7.0,17940,52,23.9,0.6666666666666666,32,4,1,Derrota Azul,Forte Vantagem,Com First Blood,1 Dragao
0,26,2,0,2,5,5,0,0,0,0,12886,6.0,14091,32,-3117,-3799,16.5,13,4,1,4,1,1,0,0,16003,6.8,17890,60,20.6,0.2857142857142857,22,-3,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,14,5,1,3,4,4,1,0,1,0,14759,6.6,17168,44,-929,-1819,22.9,16,3,0,4,1,1,0,0,15688,7.0,18987,66,22.3,0.42857142857142855,11,-1,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,12,3,0,1,5,2,0,0,0,0,14257,6.6,17053,44,-3234,-2889,23.0,17,3,1,9,0,0,0,0,17491,7.2,19942,68,24.7,0.16666666666666666,9,-4,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,18,4,0,6,8,5,0,0,0,0,15476,6.8,17206,36,-2403,-2787,18.7,53,5,1,9,1,1,0,0,17879,7.4,19993,53,24.3,0.42857142857142855,13,-2,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,13,1,0,7,6,7,0,0,0,0,16064,7.0,17943,48,41,178,18.1,12,2,1,5,2,1,1,0,16023,6.8,17765,52,20.6,0.5384615384615384,11,1,-2,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,16,1,1,10,6,11,0,0,0,0,18081,7.0,18813,63,2273,1714,20.7,14,0,0,10,0,0,0,0,15808,6.8,17099,41,22.0,0.625,16,4,0,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,14,1,1,9,8,8,1,1,0,0,18239,7.2,19135,54,640,411,22.8,12,4,0,8,0,0,0,0,17599,7.2,18724,35,24.0,0.5294117647058824,10,1,1,Derrota Azul,Leve Vantagem,Com First Blood,1 Dragao
1,17,1,1,7,5,10,0,0,0,0,17168,7.0,17989,52,1089,196,23.3,12,6,0,4,1,1,0,0,16079,6.8,17793,52,23.5,0.5833333333333334,11,2,-1,Vitoria Azul,Leve Vantagem,Com First Blood,0 Dragoes
1,17,1,1,12,4,19,1,1,0,0,18377,6.8,17762,50,2963,141,19.3,15,2,0,1,0,0,0,0,15414,7.0,17621,47,22.1,0.75,15,8,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,17,1,1,11,4,14,1,1,0,0,17961,7.2,19152,41,3354,2760,20.5,13,0,0,5,0,0,0,0,14607,6.8,16392,32,20.6,0.7333333333333333,17,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,16,4,1,9,2,12,1,1,0,0,17664,7.0,17554,46,2946,1011,22.1,13,5,0,4,0,0,0,0,14718,6.6,16543,46,23.6,0.8181818181818182,11,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,15,5,1,3,5,3,0,0,0,0,15135,7.0,17610,59,-1161,-1685,21.3,16,5,0,8,0,0,0,0,16296,7.4,19295,58,25.1,0.375,10,-2,0,Vitoria Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,13,0,0,5,8,3,0,0,0,0,15817,7.2,18561,64,-2378,-478,21.2,17,2,1,10,1,1,0,0,18195,7.2,19039,68,22.6,0.38461538461538464,11,-3,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,14,2,1,6,0,7,0,0,0,0,17476,7.2,19471,68,3460,2275,22.6,17,2,0,0,1,1,0,0,14016,6.8,17196,64,24.2,1.0,12,6,-1,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,19,2,1,4,6,1,0,0,0,0,14547,6.4,15883,53,-2074,-1795,18.8,19,3,0,5,2,1,1,0,16621,6.8,17678,56,19.6,0.4,16,-2,-2,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
0,16,3,0,1,3,2,0,0,0,0,13496,6.6,16421,50,-2452,-2422,18.6,15,6,1,3,1,1,0,0,15948,7.2,18843,64,25.5,0.25,10,-2,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,17,2,1,3,4,4,1,1,0,0,15544,6.8,18579,80,-873,300,22.2,15,3,0,2,0,0,0,0,16417,7.0,18279,56,24.0,0.42857142857142855,14,-1,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,19,2,1,7,1,7,2,1,1,0,16537,7.2,19213,53,2954,2444,23.2,14,3,0,0,0,0,0,0,13583,6.8,16769,52,20.2,0.875,16,6,2,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,17,4,1,11,4,8,1,0,1,0,17781,7.2,19581,45,2359,1828,22.5,53,3,0,3,0,0,0,0,15422,6.8,17753,60,21.5,0.7333333333333333,14,7,1,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,18,6,0,6,3,8,0,0,0,0,16277,6.8,17277,36,1434,1040,21.0,40,0,1,4,0,0,0,0,14843,6.6,16237,35,21.5,0.6666666666666666,18,3,0,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,53,1,0,6,3,5,0,0,0,0,15846,6.8,18039,62,1481,996,20.1,18,0,1,2,0,0,0,0,14365,7.0,17043,39,20.8,0.6666666666666666,103,3,0,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,15,2,1,8,3,7,0,0,0,0,18103,7.4,19519,56,2683,1740,24.7,53,3,0,3,1,1,0,0,15420,7.0,17779,52,24.1,0.7272727272727273,12,5,-1,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,15,2,0,1,3,3,0,0,0,0,14626,6.6,17441,56,-1547,-916,22.9,15,2,1,4,2,1,1,0,16173,7.2,18357,60,24.6,0.25,13,-2,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,37,5,1,11,6,13,1,1,0,0,18520,7.2,18859,48,2413,2181,20.4,18,0,0,8,0,0,0,0,16107,6.6,16678,48,20.6,0.6470588235294118,37,5,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,19,5,0,7,6,10,0,0,0,0,15878,6.6,16090,45,567,-789,18.7,16,6,1,7,0,0,0,0,15311,6.6,16879,40,22.0,0.5384615384615384,13,1,0,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,16,3,0,6,5,9,1,1,0,0,16110,7.0,17501,36,72,-81,20.6,12,5,1,5,0,0,0,0,16038,6.8,17582,59,21.7,0.5454545454545454,11,1,1,Derrota Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,16,2,0,1,11,0,0,0,0,0,13206,6.6,15553,36,-6001,-5404,19.5,20,6,1,6,1,1,0,0,19207,7.4,20957,64,24.4,0.08333333333333333,10,-10,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,3,0,3,9,3,0,0,0,0,14512,6.6,16088,32,-3476,-4019,22.6,13,0,1,6,2,1,1,0,17988,7.4,20107,55,24.9,0.25,15,-6,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,48,4,0,1,6,2,0,0,0,0,13653,6.6,16539,52,-3728,-3076,22.0,14,1,1,4,0,0,0,0,17381,7.4,19615,64,22.0,0.14285714285714285,47,-5,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,32,2,1,8,9,7,1,0,1,0,17258,7.0,18755,40,-978,78,21.4,12,1,0,8,1,1,0,0,18236,7.2,18677,61,20.7,0.47058823529411764,31,-1,0,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
1,53,3,0,7,3,7,1,0,1,0,16498,7.2,18955,60,468,2091,21.9,53,2,1,4,0,0,0,0,16030,6.6,16864,64,23.7,0.7,66,4,1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,16,1,1,8,2,5,1,1,0,0,17030,6.8,18285,47,1866,80,21.2,17,3,0,2,0,0,0,0,15164,7.2,18205,57,24.6,0.8,13,6,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,15,0,1,5,6,3,2,1,1,0,15524,6.8,17366,63,-700,83,18.2,13,4,0,7,0,0,0,0,16224,6.8,17283,39,19.4,0.45454545454545453,11,-1,2,Vitoria Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,16,3,1,4,11,4,0,0,0,0,16314,6.8,16894,48,-2665,-900,25.0,17,5,0,14,2,1,1,1,18979,7.0,17794,58,20.0,0.26666666666666666,11,-7,-2,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,15,2,1,7,9,7,2,1,1,0,16578,6.8,18186,50,-987,-741,22.0,18,2,0,9,0,0,0,0,17565,7.4,18927,44,20.6,0.4375,13,-2,2,Vitoria Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,17,3,0,6,3,9,1,1,0,0,15692,6.8,17598,32,189,-99,21.7,16,3,1,2,0,0,0,0,15503,6.6,17697,48,24.4,0.6666666666666666,14,3,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,12,1,0,8,10,8,0,0,0,0,16239,7.0,17518,48,-1289,-1384,18.6,16,2,1,8,1,1,0,0,17528,7.0,18902,53,20.4,0.4444444444444444,9,-2,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,19,3,0,8,10,9,0,0,0,0,17139,6.6,16389,50,-201,-1063,19.9,53,2,1,11,1,1,0,0,17340,6.8,17452,41,16.7,0.4444444444444444,17,-2,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,12,3,0,5,7,2,0,0,0,0,16256,6.8,17771,48,-862,-406,24.7,17,2,1,10,1,1,0,0,17118,7.0,18177,60,20.0,0.4166666666666667,8,-2,-1,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,14,3,1,1,8,1,0,0,0,0,14742,6.8,16872,51,-2177,-2726,21.9,13,2,0,15,2,1,1,0,16919,7.2,19598,61,19.7,0.1111111111111111,12,-7,-2,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,14,2,1,3,9,2,1,1,0,0,14765,6.4,16630,47,-2462,-558,20.0,17,2,0,15,0,0,0,0,17227,6.8,17188,47,20.5,0.25,12,-6,1,Vitoria Azul,Forte Desvantagem,Com First Blood,1 Dragao
1,14,1,1,4,3,1,1,1,0,0,15843,6.8,17751,46,1301,1123,24.3,15,0,0,6,0,0,0,0,14542,6.6,16628,40,20.5,0.5714285714285714,14,1,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,14,2,1,10,6,9,1,1,0,0,18655,7.6,19797,44,3212,3245,25.4,12,2,0,8,0,0,0,0,15443,6.8,16552,52,17.0,0.625,12,4,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,18,2,1,10,4,7,1,1,0,0,18089,7.0,19431,43,2696,2452,23.5,12,1,0,4,0,0,0,0,15393,6.6,16979,51,19.6,0.7142857142857143,17,6,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,13,5,1,5,6,5,0,0,0,0,16312,7.0,18684,41,-77,260,23.9,53,2,0,11,1,1,0,0,16389,7.0,18424,42,23.0,0.45454545454545453,11,-1,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,15,2,1,7,7,8,1,1,0,0,15970,6.8,17491,44,-336,-681,20.0,17,4,0,4,0,0,0,0,16306,7.0,18172,40,22.0,0.5,11,0,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,41,1,1,12,5,18,1,1,0,0,18567,7.0,18176,40,1526,472,22.7,17,1,0,7,0,0,0,0,17041,6.8,17704,56,20.3,0.7058823529411765,40,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,13,1,0,6,9,8,0,0,0,0,15087,6.6,17017,43,-3782,-3060,17.7,14,1,1,10,1,1,0,0,18869,7.4,20077,65,24.5,0.4,12,-3,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,53,1,0,6,10,6,1,0,1,0,15485,6.8,17138,50,-2854,-2798,19.3,13,2,1,9,0,0,0,0,18339,7.4,19936,52,22.5,0.375,51,-4,1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,39,3,0,1,2,0,1,1,0,0,14645,7.2,18690,52,-1377,-180,25.6,49,3,1,2,1,0,1,0,16022,7.2,18870,56,28.9,0.3333333333333333,36,-1,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,1 Dragao
0,15,3,0,5,7,5,0,0,0,0,14459,6.4,14990,40,-2251,-2427,18.2,18,3,1,10,1,1,0,0,16710,6.8,17417,60,19.8,0.4166666666666667,12,-2,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,13,3,0,3,7,2,0,0,0,0,15226,6.8,17102,64,-1207,-218,21.0,22,1,1,7,0,0,0,0,16433,6.6,17320,44,21.5,0.3,12,-4,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,14,2,1,10,8,17,1,1,0,0,17723,6.8,17913,54,557,-1383,20.1,13,2,0,9,0,0,0,0,17166,7.4,19296,68,20.4,0.5555555555555556,12,2,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
1,13,3,1,11,4,17,1,1,0,0,18456,7.2,19034,60,2724,2170,21.4,49,0,0,7,0,0,0,0,15732,6.6,16864,61,21.8,0.7333333333333333,13,7,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,16,2,0,5,4,7,0,0,0,0,15577,6.8,17244,48,124,-46,20.7,23,3,1,5,2,1,1,0,15453,6.8,17290,52,22.0,0.5555555555555556,13,1,-2,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,17,2,0,4,10,2,0,0,0,0,15106,6.8,16691,44,-3081,-1236,20.1,18,3,1,14,0,0,0,0,18187,6.8,17927,51,19.2,0.2857142857142857,14,-6,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,17,2,0,2,8,1,1,0,1,0,14154,6.8,17350,60,-3597,-2757,20.6,16,4,1,5,1,1,0,0,17751,7.2,20107,56,24.3,0.2,13,-6,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,15,6,0,5,4,7,2,1,1,0,16222,7.0,18814,56,459,1309,24.3,42,1,1,1,0,0,0,0,15763,7.0,17505,51,23.4,0.5555555555555556,14,1,2,Derrota Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,17,2,0,6,2,7,1,0,1,0,16646,7.2,18530,51,2352,1002,22.6,12,1,1,2,1,1,0,0,14294,6.8,17528,60,21.0,0.75,16,4,0,Derrota Azul,Forte Vantagem,Sem First Blood,0 Dragoes
1,18,1,1,4,1,2,1,1,0,0,17378,7.2,18286,60,3046,442,26.2,13,2,0,2,0,0,0,0,14332,6.8,17844,64,21.1,0.8,16,3,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
1,13,1,1,8,8,7,1,1,0,0,16493,7.0,17450,44,-862,-1734,17.5,32,2,0,5,1,0,1,0,17355,7.2,19184,55,22.3,0.5,11,0,0,Vitoria Azul,Leve Desvantagem,Com First Blood,1 Dragao
1,24,3,0,3,3,5,0,0,0,0,15933,7.2,19079,52,75,536,25.9,15,1,1,4,1,1,0,0,15858,7.2,18543,56,26.2,0.5,23,0,-1,Vitoria Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,12,2,1,3,3,3,1,1,0,0,14304,6.0,15110,56,-2083,-2549,19.9,13,1,0,5,0,0,0,1,16387,6.8,17659,44,23.6,0.5,10,0,1,Derrota Azul,Forte Desvantagem,Com First Blood,1 Dragao
1,44,1,1,8,3,9,1,1,0,0,17316,7.2,18689,68,3172,2797,22.7,14,1,0,4,0,0,0,0,14144,6.2,15892,40,20.0,0.7272727272727273,43,5,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,15,2,0,3,6,4,1,1,0,0,15698,7.0,18184,61,-1556,-887,22.6,36,3,1,7,0,0,0,0,17254,7.0,19071,57,23.7,0.3333333333333333,12,-3,1,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,18,2,1,6,4,4,1,1,0,0,17277,7.2,19610,54,1687,1089,22.9,36,3,0,5,1,0,1,0,15590,7.2,18521,56,23.2,0.6,15,2,0,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,16,4,1,5,7,3,0,0,0,0,16259,6.6,17235,64,-67,-1341,22.1,36,6,0,12,1,1,0,0,16326,7.2,18576,44,20.0,0.4166666666666667,10,-2,-1,Derrota Azul,Leve Desvantagem,Com First Blood,0 Dragoes
0,39,6,1,9,6,7,0,0,0,0,18466,7.6,19801,68,2220,2300,21.8,12,2,0,7,1,1,0,0,16246,7.0,17501,52,18.5,0.6,37,3,-1,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,16,3,0,5,13,5,0,0,0,0,15069,6.2,14655,36,-4160,-6073,17.2,48,4,1,10,1,1,0,0,19229,7.4,20728,69,23.1,0.2777777777777778,12,-8,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,16,0,0,2,10,1,0,0,0,0,13268,6.2,15564,47,-7839,-3333,17.0,14,5,1,12,2,1,1,2,21107,7.2,18897,43,25.3,0.16666666666666666,11,-8,-2,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,19,3,0,5,4,3,1,1,0,0,17061,7.6,20292,76,1217,2934,24.9,15,1,1,6,0,0,0,0,15844,6.6,17358,48,21.8,0.5555555555555556,18,1,1,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
1,16,4,1,6,1,4,0,0,0,0,17007,7.4,19713,52,3332,2410,24.2,16,2,0,2,1,1,0,0,13675,6.8,17303,68,19.4,0.8571428571428571,14,5,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
1,20,2,1,7,8,8,2,1,1,0,17606,6.8,17803,58,290,477,22.7,18,5,0,13,0,0,0,0,17316,6.6,17326,37,23.2,0.4666666666666667,15,-1,2,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,41,2,0,5,7,8,0,0,0,0,15328,6.4,16143,39,-1980,-3337,19.1,14,3,1,9,1,1,0,0,17308,7.0,19480,60,22.7,0.4166666666666667,38,-2,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,14,2,1,3,7,1,0,0,0,0,15023,7.0,17982,60,-2942,-2574,22.2,16,4,0,8,1,1,0,0,17965,7.6,20556,72,22.8,0.3,10,-4,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,18,2,1,5,2,5,1,1,0,0,15931,7.0,17840,49,393,111,23.1,16,2,0,3,0,0,0,0,15538,6.8,17729,51,25.5,0.7142857142857143,16,3,1,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,13,6,1,5,8,2,0,0,0,0,16003,7.0,18252,50,5,185,22.1,45,2,0,7,1,1,0,0,15998,6.8,18067,45,18.9,0.38461538461538464,11,-3,-1,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
0,18,3,0,3,6,3,0,0,0,0,14649,6.6,15693,48,-1945,-2496,20.0,13,3,1,7,1,1,0,0,16594,7.0,18189,61,21.6,0.3333333333333333,15,-3,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,14,3,1,4,10,7,1,1,0,0,15471,6.4,15785,53,-3033,-3775,19.2,18,2,0,13,0,0,0,0,18504,7.4,19560,64,20.7,0.2857142857142857,12,-6,1,Vitoria Azul,Forte Desvantagem,Com First Blood,1 Dragao
1,22,3,1,10,2,7,2,1,1,1,20540,7.6,20655,55,6921,4411,25.6,12,3,0,1,0,0,0,0,13619,6.6,16244,40,18.6,0.8333333333333334,19,8,2,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,19,3,0,3,4,1,0,0,0,0,15537,7.2,18116,56,-294,-531,23.9,15,5,1,4,1,0,1,0,15831,7.2,18647,48,24.4,0.42857142857142855,14,-1,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,45,4,0,4,9,3,0,0,0,0,15430,6.8,18275,53,-2850,-832,24.0,16,6,1,7,1,1,0,0,18280,7.4,19107,48,23.5,0.3076923076923077,38,-5,-1,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,14,3,0,6,9,7,1,1,0,0,15843,7.0,16910,36,-2292,-810,20.6,16,2,1,11,0,0,0,0,18135,6.8,17720,48,21.0,0.4,12,-3,1,Vitoria Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,16,4,1,10,2,7,1,1,0,0,18725,7.2,19463,69,4073,1397,24.8,18,3,0,1,0,0,0,0,14652,6.8,18066,63,22.5,0.8333333333333334,13,8,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,51,6,1,7,5,8,0,0,0,0,17149,7.0,17975,45,1547,611,24.7,23,5,0,8,0,0,0,0,15602,6.8,17364,58,21.0,0.5833333333333334,46,2,0,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,16,1,1,4,10,4,0,0,0,0,16256,6.8,17776,57,-2528,-2509,24.8,16,4,0,15,2,1,1,0,18784,7.6,20285,58,22.1,0.2857142857142857,12,-6,-2,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,12,0,1,7,2,7,1,1,0,0,18117,7.4,19804,72,5779,5212,23.6,17,0,0,0,0,0,0,0,12338,5.6,14592,8,19.7,0.7777777777777778,11,5,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,19,5,0,6,6,4,0,0,0,0,16839,7.0,18230,57,468,370,22.2,19,3,1,8,1,1,0,0,16371,6.8,17860,58,21.1,0.5,16,0,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
1,18,2,1,8,2,13,1,1,0,0,17226,7.2,18501,52,3923,3613,22.4,14,2,0,3,0,0,0,0,13303,6.0,14888,23,18.3,0.8,16,6,1,Vitoria Azul,Forte Vantagem,Com First Blood,1 Dragao
0,17,2,0,5,7,3,0,0,0,0,15209,6.8,16799,56,-1517,-1331,20.8,53,5,1,8,0,0,0,0,16726,7.0,18130,52,22.9,0.4166666666666667,12,-2,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,53,1,0,5,6,6,0,0,0,0,15719,6.8,17801,39,-1121,4,20.2,16,4,1,5,0,0,0,0,16840,7.0,17797,48,23.6,0.45454545454545453,77,-1,0,Vitoria Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,16,1,0,5,9,5,2,1,1,1,18041,7.0,18637,60,786,1049,22.1,15,3,1,14,0,0,0,0,17255,6.8,17588,33,21.3,0.35714285714285715,13,-4,2,Vitoria Azul,Leve Vantagem,Sem First Blood,1 Dragao
0,16,6,0,4,4,5,0,0,0,0,15694,6.8,18453,59,217,709,24.2,17,3,1,4,1,1,0,0,15477,7.0,17744,60,21.4,0.5,13,0,-1,Derrota Azul,Leve Vantagem,Sem First Blood,0 Dragoes
0,14,4,0,8,11,10,0,0,0,0,18452,7.0,17864,42,-69,-634,24.1,15,5,1,10,2,1,1,0,18521,7.0,18498,60,18.0,0.42105263157894735,9,-3,-2,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
1,21,0,1,11,9,10,1,1,0,0,17307,6.6,16527,42,-224,-765,16.1,53,3,0,9,0,0,0,0,17531,6.8,17292,30,21.0,0.55,18,2,1,Vitoria Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,17,1,0,2,3,2,0,0,0,0,14971,7.0,18121,49,-682,-89,22.8,18,4,1,5,1,1,0,0,15653,7.2,18210,49,25.2,0.4,13,-1,-1,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,12,1,1,5,4,5,1,0,1,0,16731,7.4,19377,60,1675,2022,23.8,16,1,0,2,1,1,0,0,15056,6.8,17355,63,21.8,0.5555555555555556,11,1,0,Derrota Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,53,4,0,1,8,0,1,1,0,0,13631,6.6,16334,48,-3839,-3318,22.0,39,2,1,7,1,0,1,0,17470,7.4,19652,55,23.3,0.1111111111111111,140,-7,0,Derrota Azul,Forte Desvantagem,Sem First Blood,1 Dragao
1,15,3,1,4,2,5,1,1,0,0,15800,6.8,17445,47,295,791,20.9,43,2,0,3,1,0,1,1,15505,6.8,16654,45,20.6,0.6666666666666666,13,2,0,Vitoria Azul,Leve Vantagem,Com First Blood,1 Dragao
0,38,3,0,4,9,4,0,0,0,0,15585,7.2,18357,55,-2017,-659,21.6,12,3,1,12,0,0,0,0,17602,7.2,19016,49,22.0,0.3076923076923077,35,-5,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
1,12,1,0,3,8,5,2,1,1,0,14591,6.2,15636,55,-2658,-3328,17.7,41,2,1,9,0,0,0,0,17249,7.0,18964,52,20.9,0.2727272727272727,10,-5,2,Vitoria Azul,Forte Desvantagem,Sem First Blood,1 Dragao
0,13,4,0,5,6,6,0,0,0,0,15771,6.8,16977,38,-1091,-1990,23.7,17,5,1,5,0,0,0,0,16862,7.2,18967,46,22.6,0.45454545454545453,8,-1,0,Derrota Azul,Leve Desvantagem,Sem First Blood,0 Dragoes
0,18,0,1,6,11,5,0,0,0,0,15246,6.4,15419,42,-4370,-4504,15.1,16,5,0,12,1,1,0,0,19616,7.2,19923,51,23.5,0.35294117647058826,13,-5,-1,Derrota Azul,Forte Desvantagem,Com First Blood,0 Dragoes
1,19,4,1,8,4,9,0,0,0,0,17950,7.4,18805,44,2802,281,22.6,44,1,0,3,1,1,0,0,15148,7.0,18524,56,21.3,0.6666666666666666,18,4,-1,Vitoria Azul,Forte Vantagem,Com First Blood,0 Dragoes
0,18,2,0,8,13,5,0,0,0,0,16077,6.8,16712,48,-3056,-2462,18.0,17,4,1,12,0,0,0,0,19133,7.2,19174,38,22.3,0.38095238095238093,14,-5,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,40,3,1,8,8,6,1,1,0,0,16707,6.6,17154,44,-164,343,21.7,13,6,0,12,0,0,0,0,16871,6.8,16811,49,17.4,0.5,27,0,1,Derrota Azul,Leve Desvantagem,Com First Blood,1 Dragao
0,18,4,0,5,6,6,1,0,1,0,15067,6.8,17908,49,-2718,-1000,20.1,20,6,1,8,1,1,0,0,17785,7.0,18908,64,23.8,0.45454545454545453,12,-1,0,Derrota Azul,Forte Desvantagem,Sem First Blood,0 Dragoes
0,12,0,1,8,8,6,1,0,1,0,16830,7.0,18264,48,257,1183,20.3,29,1,0,9,1,1,0,0,16573,7.0,17081,56,18.0,0.5,9,0,0,Derrota Azul,Leve Vantagem,Com First Blood,0 Dragoes
